id,age,job,marital,education,balance,housing,contact,day,duration,pdays,poutcome
1444,39,technician,single,secondary,102,yes,cellular,2015/2/28,272,-1,unknown
1445,57,technician,divorced,primary,13,yes,cellular,2015/3/1,323,368,failure
1446,32,self-employed,married,secondary,413,yes,cellular,2015/3/2,712,-1,unknown
1447,32,technician,single,tertiary,4665,yes,unknown,2015/3/3,860,-1,unknown
1448,45,admin.,married,secondary,638,yes,cellular,2015/3/4,75,-1,unknown
1449,32,blue-collar,married,secondary,101,yes,unknown,2015/3/5,191,-1,unknown
1450,31,management,married,tertiary,1224,yes,cellular,2015/3/6,1441,-1,unknown
1451,49,self-employed,married,secondary,1103,no,cellular,2015/3/7,428,-1,unknown
1452,29,services,married,secondary,3748,no,cellular,2015/3/8,322,-1,unknown
1453,55,technician,married,secondary,955,yes,cellular,2015/3/9,104,-1,unknown
1454,30,admin.,married,secondary,518,yes,cellular,2015/3/10,127,-1,unknown
1455,45,services,single,primary,1893,yes,unknown,2015/3/11,1259,-1,unknown
1456,39,technician,married,tertiary,14,no,cellular,2015/1/23,114,-1,unknown
1457,36,admin.,married,secondary,-423,yes,unknown,2015/1/24,106,-1,unknown
1458,33,management,married,tertiary,3696,no,cellular,2015/1/25,305,182,failure
1459,36,management,married,tertiary,2987,yes,cellular,2015/1/26,307,-1,unknown
1460,31,technician,single,secondary,433,no,cellular,2015/1/27,1504,-1,unknown
1461,36,technician,married,unknown,756,no,cellular,2015/1/28,396,-1,unknown
1462,38,technician,single,tertiary,0,yes,cellular,2015/1/29,71,-1,unknown
1463,33,unknown,married,secondary,2727,no,cellular,2015/1/30,205,-1,unknown
1464,40,technician,married,secondary,93,yes,unknown,2015/1/31,134,-1,unknown
1465,31,blue-collar,married,secondary,1766,no,cellular,2015/2/1,166,-1,unknown
1466,39,services,married,secondary,124,yes,cellular,2015/2/2,81,-1,unknown
1467,33,admin.,married,tertiary,69,no,cellular,2015/2/3,77,-1,unknown
1468,53,services,divorced,secondary,0,no,cellular,2015/2/4,80,-1,unknown
1469,38,management,married,tertiary,0,yes,cellular,2015/2/5,537,303,failure
1470,59,technician,married,secondary,259,no,cellular,2015/2/6,415,89,success
1471,55,blue-collar,married,primary,4103,no,cellular,2015/2/7,291,-1,unknown
1472,38,technician,single,tertiary,744,yes,cellular,2015/2/8,283,288,other
1473,48,services,married,secondary,116,yes,telephone,2015/2/9,70,-1,unknown
1474,53,blue-collar,married,secondary,70,yes,unknown,2015/2/10,611,-1,unknown
1475,44,admin.,divorced,secondary,432,no,cellular,2015/2/11,132,-1,unknown
1476,57,management,married,tertiary,1172,no,unknown,2015/2/12,26,-1,unknown
1477,29,blue-collar,single,secondary,9,yes,cellular,2015/2/13,262,-1,unknown
1478,31,services,married,secondary,428,yes,unknown,2015/2/14,272,-1,unknown
1479,35,technician,single,tertiary,7546,yes,cellular,2015/2/15,137,122,failure
1480,31,blue-collar,married,primary,620,no,cellular,2015/2/16,95,-1,unknown
1481,35,self-employed,married,tertiary,8647,no,cellular,2015/2/17,140,-1,unknown
1482,40,management,single,secondary,192,yes,unknown,2015/2/18,71,-1,unknown
1483,39,blue-collar,married,secondary,0,yes,cellular,2015/2/19,502,7,failure
1484,43,technician,single,tertiary,27733,yes,unknown,2015/2/20,164,-1,unknown
1485,44,entrepreneur,married,primary,276,yes,unknown,2015/2/21,219,-1,unknown
1486,29,technician,single,secondary,113,no,cellular,2015/2/22,328,183,success
1487,40,technician,married,secondary,782,yes,unknown,2015/2/23,224,-1,unknown
1488,33,entrepreneur,married,primary,82,yes,cellular,2015/2/24,63,-1,unknown
1489,46,management,married,tertiary,1008,no,cellular,2015/2/25,24,-1,unknown
1490,27,unknown,single,tertiary,6421,no,telephone,2015/2/26,147,-1,unknown
1491,26,admin.,single,secondary,443,no,cellular,2015/2/27,84,-1,unknown
1492,41,technician,married,secondary,351,yes,cellular,2015/2/28,175,-1,unknown
1493,34,technician,married,tertiary,5060,yes,cellular,2015/3/1,12,-1,unknown
1494,39,technician,single,tertiary,-41,no,cellular,2015/3/2,40,-1,unknown
1495,27,services,single,secondary,-124,no,cellular,2015/3/3,217,-1,unknown
1496,31,blue-collar,married,secondary,79,yes,cellular,2015/3/4,235,-1,unknown
1497,44,unemployed,single,secondary,3945,no,cellular,2015/1/23,255,-1,unknown
1498,55,retired,married,tertiary,197,no,cellular,2015/1/24,256,-1,unknown
1499,51,blue-collar,divorced,primary,837,no,telephone,2015/1/25,41,-1,unknown
1500,50,management,married,tertiary,-94,no,unknown,2015/1/26,75,-1,unknown
1501,30,services,married,secondary,1743,yes,cellular,2015/1/27,192,-1,unknown
1502,46,technician,married,secondary,57,no,unknown,2015/1/28,796,-1,unknown
1503,49,admin.,married,secondary,635,no,cellular,2015/1/29,220,-1,unknown
1504,56,retired,married,secondary,-113,yes,cellular,2015/1/30,614,-1,unknown
1505,47,admin.,divorced,secondary,225,no,cellular,2015/1/31,1126,-1,unknown
1506,30,admin.,married,secondary,124,no,telephone,2015/2/1,161,-1,unknown
1507,36,entrepreneur,single,secondary,475,no,cellular,2015/2/2,141,-1,unknown
1508,40,management,married,tertiary,-7,no,telephone,2015/2/3,697,-1,unknown
1509,37,technician,single,secondary,375,no,unknown,2015/2/4,223,-1,unknown
1510,42,admin.,divorced,secondary,936,no,cellular,2015/2/5,931,-1,unknown
1511,45,technician,married,secondary,1415,yes,cellular,2015/2/6,483,116,failure
1512,34,unemployed,single,secondary,0,no,cellular,2015/2/7,63,-1,unknown
1513,27,admin.,single,secondary,3638,no,cellular,2015/2/8,271,-1,unknown
1514,30,blue-collar,married,secondary,-99,yes,cellular,2015/2/9,144,-1,unknown
1515,32,technician,married,secondary,167,yes,cellular,2015/2/10,79,-1,unknown
1516,46,housemaid,married,primary,19,yes,telephone,2015/2/11,171,-1,unknown
1517,29,self-employed,married,tertiary,242,yes,cellular,2015/2/12,73,-1,unknown
1518,53,unknown,married,unknown,13,no,telephone,2015/2/13,69,-1,unknown
1519,32,technician,married,secondary,286,no,cellular,2015/2/14,60,343,failure
1520,49,unemployed,married,secondary,769,yes,unknown,2015/2/15,257,-1,unknown
1521,35,management,married,tertiary,93,no,cellular,2015/2/16,198,88,other
1522,38,blue-collar,married,secondary,1663,yes,cellular,2015/2/17,217,327,failure
1523,39,entrepreneur,married,primary,238,yes,cellular,2015/2/18,134,-1,unknown
1524,34,technician,single,secondary,2178,yes,cellular,2015/2/19,41,-1,unknown
1525,42,blue-collar,married,primary,792,yes,cellular,2015/2/20,611,175,other
1526,35,blue-collar,single,unknown,871,yes,unknown,2015/1/23,216,-1,unknown
1527,60,admin.,married,secondary,1025,no,cellular,2015/1/24,388,-1,unknown
1528,57,technician,divorced,secondary,63,yes,unknown,2015/1/25,242,-1,unknown
1529,31,blue-collar,single,secondary,16,no,cellular,2015/1/26,387,-1,unknown
1530,29,management,single,secondary,417,no,cellular,2015/1/27,90,-1,unknown
1531,41,services,married,secondary,3992,yes,telephone,2015/1/28,281,-1,unknown
1532,46,blue-collar,married,primary,2749,yes,cellular,2015/1/29,332,-1,unknown
1533,33,technician,married,secondary,133,no,cellular,2015/1/30,218,-1,unknown
1534,32,blue-collar,single,secondary,1721,yes,unknown,2015/1/31,650,-1,unknown
1535,54,management,divorced,tertiary,2171,yes,telephone,2015/2/1,1034,-1,unknown
1536,37,services,married,secondary,4760,yes,cellular,2015/2/2,182,169,failure
1537,32,technician,single,secondary,2979,no,cellular,2015/2/3,156,-1,unknown
1538,43,management,married,tertiary,690,yes,cellular,2015/2/4,171,-1,unknown
1539,50,blue-collar,divorced,secondary,203,yes,telephone,2015/2/5,265,127,other
1540,34,blue-collar,married,secondary,322,yes,cellular,2015/2/6,10,-1,unknown
1541,31,admin.,divorced,secondary,1210,no,cellular,2015/2/7,350,-1,unknown
1542,43,self-employed,married,secondary,634,yes,cellular,2015/2/8,65,131,failure
1543,49,entrepreneur,married,secondary,273,no,cellular,2015/2/9,58,-1,unknown
1544,22,student,single,unknown,47,no,cellular,2015/2/10,69,-1,unknown
1545,35,management,married,tertiary,1100,no,cellular,2015/2/11,127,-1,unknown
1546,56,admin.,married,secondary,0,yes,telephone,2015/2/12,154,-1,unknown
1547,53,blue-collar,married,secondary,0,no,telephone,2015/2/13,36,-1,unknown
1548,54,entrepreneur,married,tertiary,1544,no,cellular,2015/2/14,85,196,failure
1549,32,services,single,unknown,6145,yes,cellular,2015/2/15,362,287,failure
1550,41,self-employed,married,secondary,28,yes,cellular,2015/2/16,49,-1,unknown
1551,40,blue-collar,married,secondary,1012,yes,cellular,2015/2/17,410,-1,unknown
1552,33,blue-collar,married,primary,245,yes,cellular,2015/1/23,253,-1,unknown
1553,33,management,single,tertiary,1998,no,cellular,2015/1/24,570,-1,unknown
1554,34,blue-collar,married,secondary,3990,yes,cellular,2015/1/25,633,-1,unknown
1555,36,services,married,secondary,1328,yes,unknown,2015/1/26,82,-1,unknown
1556,34,entrepreneur,married,tertiary,412,yes,cellular,2015/1/27,164,-1,unknown
1557,55,management,married,primary,229,no,unknown,2015/1/28,175,-1,unknown
1558,28,student,single,tertiary,1562,no,cellular,2015/1/29,659,-1,unknown
1559,29,admin.,single,secondary,3432,yes,cellular,2015/1/30,139,-1,unknown
1560,31,admin.,single,secondary,144,yes,unknown,2015/1/31,43,-1,unknown
1561,52,management,married,tertiary,1339,yes,cellular,2015/2/1,343,-1,unknown
1562,54,services,married,unknown,386,no,cellular,2015/2/2,74,152,success
1563,43,blue-collar,married,primary,7727,yes,unknown,2015/2/3,302,-1,unknown
1564,55,entrepreneur,married,secondary,204,no,cellular,2015/2/4,455,-1,unknown
1565,28,blue-collar,divorced,unknown,101,yes,unknown,2015/2/5,126,-1,unknown
1566,45,unemployed,divorced,secondary,728,yes,cellular,2015/2/6,107,-1,unknown
1567,45,entrepreneur,married,primary,2418,yes,unknown,2015/2/7,120,-1,unknown
1568,51,management,married,tertiary,2934,yes,cellular,2015/2/8,727,-1,unknown
1569,42,technician,single,secondary,0,yes,unknown,2015/2/9,275,-1,unknown
1570,43,unknown,single,unknown,181,no,telephone,2015/2/10,41,-1,unknown
1571,34,management,married,tertiary,176,no,cellular,2015/2/11,61,-1,unknown
1572,36,blue-collar,married,primary,49,yes,cellular,2015/2/12,232,365,other
1573,37,blue-collar,married,secondary,2023,yes,cellular,2015/2/13,214,-1,unknown
1574,50,blue-collar,married,secondary,372,yes,telephone,2015/2/14,21,-1,unknown
1575,42,management,divorced,unknown,7702,no,cellular,2015/2/15,138,-1,unknown
1576,34,blue-collar,single,primary,464,yes,cellular,2015/2/16,173,299,other
1577,48,management,married,secondary,117,yes,cellular,2015/1/26,635,-1,unknown
1578,47,admin.,married,secondary,104,yes,cellular,2015/1/27,77,-1,unknown
1579,40,management,married,tertiary,1041,yes,unknown,2015/1/28,73,-1,unknown
1580,37,management,married,tertiary,539,no,cellular,2015/1/29,540,115,failure
1581,38,blue-collar,married,primary,0,yes,unknown,2015/1/30,179,-1,unknown
1582,29,technician,single,tertiary,406,yes,cellular,2015/1/31,119,-1,unknown
1583,46,blue-collar,married,primary,2558,yes,telephone,2015/2/1,107,167,other
1584,26,blue-collar,married,secondary,484,yes,unknown,2015/2/2,48,-1,unknown
1585,30,services,single,tertiary,3516,yes,unknown,2015/2/3,447,-1,unknown
1586,42,blue-collar,married,secondary,5639,yes,cellular,2015/2/4,430,-1,unknown
1587,42,management,single,tertiary,100,no,cellular,2015/2/5,64,-1,unknown
1588,31,admin.,single,secondary,1306,yes,unknown,2015/2/6,217,-1,unknown
1589,37,management,single,tertiary,815,yes,cellular,2015/2/7,77,-1,unknown
1590,26,blue-collar,married,secondary,245,yes,unknown,2015/2/8,16,-1,unknown
1591,54,blue-collar,married,unknown,191,no,cellular,2015/2/9,753,-1,unknown
1592,70,retired,married,secondary,2815,no,cellular,2015/2/10,125,182,failure
1593,29,self-employed,single,secondary,3672,yes,unknown,2015/2/11,1210,-1,unknown
1594,50,services,married,secondary,1572,yes,cellular,2015/2/12,185,-1,unknown
1595,60,unemployed,divorced,secondary,385,yes,cellular,2015/2/13,80,-1,unknown
1596,32,technician,single,secondary,29,no,cellular,2015/2/14,156,-1,unknown
1597,32,technician,married,secondary,84,no,cellular,2015/2/15,403,-1,unknown
1598,34,self-employed,single,tertiary,876,yes,cellular,2015/2/16,145,-1,unknown
1599,48,services,single,primary,1499,yes,cellular,2015/2/17,17,-1,unknown
1600,25,student,married,tertiary,0,yes,cellular,2015/2/18,160,-1,unknown
1601,32,management,married,secondary,6217,yes,cellular,2015/2/19,486,181,failure
1602,32,blue-collar,married,primary,329,yes,cellular,2015/2/20,321,-1,unknown
1603,47,admin.,divorced,secondary,162,yes,unknown,2015/2/21,203,-1,unknown
1604,32,technician,married,unknown,14533,no,cellular,2015/2/22,646,198,success
1605,49,management,single,tertiary,151,yes,cellular,2015/2/23,97,-1,unknown
1606,53,services,married,secondary,-2,yes,cellular,2015/2/24,144,-1,unknown
1607,41,blue-collar,single,unknown,4684,no,unknown,2015/2/25,30,-1,unknown
1608,47,management,divorced,tertiary,1149,no,cellular,2015/2/26,82,-1,unknown
1609,35,blue-collar,married,primary,11,yes,unknown,2015/2/27,326,-1,unknown
1610,33,management,single,secondary,8004,no,cellular,2015/2/28,414,-1,unknown
1611,49,blue-collar,married,primary,1019,yes,cellular,2015/3/1,285,-1,unknown
1612,46,management,divorced,tertiary,1297,no,cellular,2015/3/2,716,-1,unknown
1613,29,management,divorced,tertiary,415,yes,unknown,2015/3/3,449,-1,unknown
1614,58,self-employed,married,primary,671,yes,unknown,2015/3/4,16,-1,unknown
1615,40,admin.,single,secondary,2378,yes,unknown,2015/3/5,65,-1,unknown
1616,34,management,married,tertiary,417,yes,cellular,2015/3/6,138,-1,unknown
1617,60,retired,married,primary,71,no,cellular,2015/3/7,121,-1,unknown
1618,43,management,married,tertiary,1188,no,cellular,2015/3/8,140,-1,unknown
1619,50,blue-collar,married,primary,8139,yes,cellular,2015/3/9,256,-1,unknown
1620,33,blue-collar,married,secondary,249,yes,cellular,2015/3/10,61,-1,unknown
1621,37,blue-collar,married,primary,689,yes,cellular,2015/3/11,367,-1,unknown
1622,55,self-employed,married,secondary,203,yes,telephone,2015/1/26,9,174,other
1623,45,blue-collar,single,primary,-183,no,cellular,2015/1/27,395,-1,unknown
1624,47,blue-collar,married,primary,3451,no,cellular,2015/1/28,125,-1,unknown
1625,58,technician,married,secondary,116,no,unknown,2015/1/29,580,-1,unknown
1626,36,services,married,secondary,1746,yes,cellular,2015/1/30,15,316,failure
1627,55,technician,married,secondary,0,yes,unknown,2015/1/31,119,-1,unknown
1628,31,blue-collar,married,secondary,897,yes,unknown,2015/2/1,26,-1,unknown
1629,38,technician,married,secondary,821,yes,cellular,2015/2/2,224,180,failure
1630,42,blue-collar,married,secondary,130,yes,unknown,2015/2/3,285,-1,unknown
1631,32,management,divorced,tertiary,1,yes,unknown,2015/2/4,399,-1,unknown
1632,39,blue-collar,married,secondary,8,no,cellular,2015/2/5,88,-1,unknown
1633,41,technician,married,secondary,55,yes,cellular,2015/2/6,185,-1,unknown
1634,59,blue-collar,married,primary,699,no,cellular,2015/2/7,98,154,failure
1635,42,unemployed,divorced,secondary,759,no,cellular,2015/2/8,97,169,failure
1636,33,blue-collar,married,secondary,687,yes,cellular,2015/2/9,72,370,failure
1637,53,retired,married,secondary,4968,no,cellular,2015/2/10,109,87,failure
1638,43,blue-collar,married,primary,1211,yes,unknown,2015/2/11,208,-1,unknown
1639,39,self-employed,single,tertiary,426,no,unknown,2015/2/12,1029,-1,unknown
1640,27,entrepreneur,single,secondary,376,yes,cellular,2015/2/13,273,-1,unknown
1641,39,management,married,tertiary,12,yes,unknown,2015/2/14,130,-1,unknown
1642,27,blue-collar,single,secondary,23,no,cellular,2015/1/26,590,-1,unknown
1643,33,admin.,married,secondary,353,yes,cellular,2015/1/27,107,-1,unknown
1644,29,services,divorced,secondary,330,yes,unknown,2015/1/28,88,-1,unknown
1645,33,management,divorced,tertiary,0,no,cellular,2015/1/29,305,-1,unknown
1646,41,entrepreneur,married,secondary,353,no,cellular,2015/1/30,90,-1,unknown
1647,38,technician,single,tertiary,2273,yes,cellular,2015/1/31,222,-1,unknown
1648,30,management,married,tertiary,0,yes,cellular,2015/2/1,127,-1,unknown
1649,58,unemployed,married,tertiary,744,no,telephone,2015/2/2,38,-1,unknown
1650,37,services,single,secondary,608,no,cellular,2015/2/3,380,-1,unknown
1651,36,admin.,divorced,secondary,356,yes,cellular,2015/2/4,244,313,failure
1652,45,blue-collar,married,primary,1291,yes,cellular,2015/2/5,189,-1,unknown
1653,23,technician,single,secondary,-306,yes,unknown,2015/2/6,217,-1,unknown
1654,53,blue-collar,married,primary,306,no,cellular,2015/2/7,388,181,success
1655,44,blue-collar,married,primary,-312,yes,unknown,2015/2/8,22,-1,unknown
1656,32,technician,single,secondary,493,no,cellular,2015/2/9,289,-1,unknown
1657,32,management,married,tertiary,71,yes,cellular,2015/2/10,221,-1,unknown
1658,38,admin.,married,tertiary,669,yes,cellular,2015/2/11,129,-1,unknown
1659,47,blue-collar,married,primary,556,yes,cellular,2015/2/12,147,264,other
1660,34,services,single,secondary,84,yes,unknown,2015/2/13,299,-1,unknown
1661,52,services,married,secondary,108,yes,unknown,2015/2/14,543,-1,unknown
1662,45,admin.,single,secondary,-11,yes,cellular,2015/2/15,247,-1,unknown
1663,50,blue-collar,married,primary,1164,yes,unknown,2015/2/16,166,-1,unknown
1664,52,blue-collar,divorced,primary,-191,yes,unknown,2015/2/17,755,-1,unknown
1665,37,blue-collar,married,secondary,132,no,unknown,2015/2/18,336,-1,unknown
1666,51,blue-collar,married,secondary,2237,yes,unknown,2015/2/19,619,-1,unknown
1667,32,management,married,tertiary,4761,yes,cellular,2015/2/20,159,350,failure
1668,33,blue-collar,married,secondary,-346,yes,unknown,2015/2/21,29,-1,unknown
1669,28,unemployed,married,secondary,655,yes,unknown,2015/2/22,606,-1,unknown
1670,66,management,married,tertiary,1048,yes,cellular,2015/2/23,971,-1,unknown
1671,31,services,single,secondary,0,yes,unknown,2015/2/24,231,-1,unknown
1672,35,blue-collar,married,primary,624,yes,unknown,2015/2/25,163,-1,unknown
1673,47,services,single,unknown,1784,no,cellular,2015/2/26,385,-1,unknown
1674,36,admin.,single,secondary,1281,no,telephone,2015/2/27,119,-1,unknown
1675,32,technician,single,tertiary,569,no,cellular,2015/2/28,348,-1,unknown
1676,34,blue-collar,married,primary,1666,yes,unknown,2015/3/1,30,-1,unknown
1677,40,admin.,married,secondary,168,yes,cellular,2015/3/2,249,169,failure
1678,33,self-employed,married,tertiary,263,no,cellular,2015/3/3,119,-1,unknown
1679,39,blue-collar,married,secondary,-405,yes,cellular,2015/3/4,177,-1,unknown
1680,38,self-employed,married,secondary,279,yes,unknown,2015/3/5,110,-1,unknown
1681,32,technician,single,secondary,0,no,cellular,2015/3/6,594,-1,unknown
1682,65,unknown,married,unknown,300,no,cellular,2015/3/7,105,-1,unknown
1683,34,unemployed,single,tertiary,415,no,cellular,2015/3/8,123,-1,unknown
1684,34,admin.,single,primary,0,yes,cellular,2015/3/9,172,-1,unknown
1685,42,blue-collar,single,primary,1322,yes,cellular,2015/3/10,178,-1,unknown
1686,31,services,married,secondary,1062,yes,cellular,2015/3/11,230,-1,unknown
1687,47,technician,married,secondary,302,yes,unknown,2015/1/27,89,-1,unknown
1688,44,technician,divorced,secondary,809,yes,unknown,2015/1/28,118,-1,unknown
1689,38,housemaid,married,secondary,-278,yes,cellular,2015/1/29,143,-1,unknown
1690,28,management,single,tertiary,3238,yes,unknown,2015/1/30,7,-1,unknown
1691,46,admin.,single,secondary,751,yes,unknown,2015/1/31,104,-1,unknown
1692,51,blue-collar,divorced,primary,-28,no,unknown,2015/2/1,220,-1,unknown
1693,42,management,divorced,tertiary,0,no,unknown,2015/2/2,85,-1,unknown
1694,37,technician,single,secondary,2442,no,cellular,2015/2/3,91,-1,unknown
1695,58,unemployed,married,tertiary,1798,yes,cellular,2015/2/4,19,-1,unknown
1696,43,admin.,married,secondary,132,no,cellular,2015/2/5,574,84,success
1697,36,management,single,tertiary,260,yes,cellular,2015/2/6,49,-1,unknown
1698,34,blue-collar,married,secondary,7,yes,cellular,2015/2/7,171,193,other
1699,31,management,single,tertiary,3283,no,cellular,2015/2/8,258,73,failure
1700,49,technician,married,unknown,323,yes,cellular,2015/2/9,41,-1,unknown
1701,54,management,married,tertiary,2960,yes,cellular,2015/2/10,83,-1,unknown
1702,29,unemployed,single,secondary,486,no,telephone,2015/2/11,95,-1,unknown
1703,51,retired,divorced,secondary,343,yes,unknown,2015/2/12,78,-1,unknown
1704,40,unemployed,divorced,secondary,507,yes,cellular,2015/2/13,134,266,failure
1705,35,management,single,tertiary,5958,yes,cellular,2015/2/14,215,-1,unknown
1706,25,student,single,secondary,304,no,cellular,2015/2/15,226,-1,unknown
1707,32,blue-collar,single,secondary,118,yes,cellular,2015/1/27,1275,-1,unknown
1708,30,self-employed,married,secondary,123,no,unknown,2015/1/28,66,85,other
1709,38,management,married,tertiary,76,yes,cellular,2015/1/29,196,-1,unknown
1710,46,admin.,married,secondary,70,yes,cellular,2015/1/30,229,-1,unknown
1711,43,unemployed,married,primary,960,yes,unknown,2015/1/31,241,-1,unknown
1712,32,technician,single,tertiary,2185,no,cellular,2015/2/1,354,-1,unknown
1713,29,blue-collar,single,secondary,309,yes,cellular,2015/2/2,471,-1,unknown
1714,56,blue-collar,married,secondary,2190,no,cellular,2015/2/3,90,232,failure
1715,57,technician,married,primary,0,no,unknown,2015/2/4,58,-1,unknown
1716,38,admin.,married,secondary,3732,yes,unknown,2015/2/5,379,-1,unknown
1717,51,technician,married,primary,1550,no,unknown,2015/2/6,12,-1,unknown
1718,35,admin.,single,tertiary,62,no,cellular,2015/2/7,67,-1,unknown
1719,37,blue-collar,married,primary,704,no,unknown,2015/2/8,165,-1,unknown
1720,48,management,married,secondary,4415,yes,cellular,2015/2/9,1032,141,failure
1721,30,blue-collar,single,secondary,4,yes,unknown,2015/2/10,84,-1,unknown
1722,60,retired,married,secondary,262,no,cellular,2015/2/11,393,-1,unknown
1723,56,management,married,secondary,238,yes,cellular,2015/2/12,808,-1,unknown
1724,45,blue-collar,married,primary,97,yes,unknown,2015/2/13,923,-1,unknown
1725,38,technician,divorced,secondary,410,no,cellular,2015/2/14,63,-1,unknown
1726,20,student,single,secondary,1191,no,cellular,2015/2/15,274,-1,unknown
1727,59,retired,married,primary,-47,yes,cellular,2015/2/16,84,-1,unknown
1728,34,technician,married,tertiary,197,no,cellular,2015/2/17,78,-1,unknown
1729,36,blue-collar,married,unknown,6,no,unknown,2015/2/18,41,-1,unknown
1730,53,admin.,single,secondary,2398,yes,cellular,2015/2/19,317,180,failure
1731,51,management,married,tertiary,630,yes,cellular,2015/2/20,138,-1,unknown
1732,58,retired,married,secondary,235,no,cellular,2015/2/21,88,-1,unknown
1733,48,management,married,primary,1910,yes,unknown,2015/2/22,413,-1,unknown
1734,56,management,married,tertiary,3172,yes,cellular,2015/2/23,139,-1,unknown
1735,51,blue-collar,married,primary,872,no,cellular,2015/2/24,82,-1,unknown
1736,35,blue-collar,married,secondary,407,yes,cellular,2015/2/25,12,-1,unknown
1737,40,admin.,single,secondary,100,yes,cellular,2015/2/26,221,461,success
1738,59,housemaid,married,secondary,345,no,unknown,2015/2/27,38,-1,unknown
1739,44,management,divorced,tertiary,2058,no,cellular,2015/2/28,661,-1,unknown
1740,49,housemaid,married,primary,889,no,telephone,2015/3/1,388,-1,unknown
1741,35,admin.,married,tertiary,0,yes,cellular,2015/3/2,151,-1,unknown
1742,41,management,married,tertiary,51,no,cellular,2015/3/3,140,-1,unknown
1743,55,retired,married,primary,150,no,cellular,2015/3/4,124,-1,unknown
1744,51,self-employed,married,secondary,34,no,cellular,2015/3/5,200,-1,unknown
1745,27,services,single,secondary,795,no,cellular,2015/3/6,101,-1,unknown
1746,57,blue-collar,married,primary,282,no,cellular,2015/3/7,261,-1,unknown
1747,51,management,single,tertiary,2139,no,cellular,2015/3/8,176,-1,unknown
1748,38,management,married,tertiary,-469,yes,unknown,2015/1/27,209,-1,unknown
1749,49,admin.,married,secondary,197,yes,cellular,2015/1/28,223,182,failure
1750,40,technician,single,tertiary,825,yes,cellular,2015/1/29,38,335,other
1751,47,housemaid,single,tertiary,3232,no,telephone,2015/1/30,541,204,failure
1752,48,management,divorced,secondary,1598,yes,unknown,2015/1/31,84,-1,unknown
1753,47,services,married,tertiary,871,no,cellular,2015/2/1,602,-1,unknown
1754,56,services,married,secondary,83,no,cellular,2015/2/2,26,-1,unknown
1755,29,management,single,tertiary,1445,no,cellular,2015/2/3,328,143,success
1756,38,technician,married,secondary,226,yes,unknown,2015/2/4,762,-1,unknown
1757,32,management,married,tertiary,-55,yes,cellular,2015/2/5,107,-1,unknown
1758,42,admin.,single,secondary,243,yes,unknown,2015/2/6,46,-1,unknown
1759,30,blue-collar,married,primary,-336,no,cellular,2015/2/7,128,-1,unknown
1760,26,admin.,single,tertiary,3672,yes,unknown,2015/2/8,360,-1,unknown
1761,35,technician,married,secondary,0,yes,cellular,2015/2/9,524,96,success
1762,35,technician,married,secondary,251,yes,unknown,2015/2/10,128,-1,unknown
1763,35,self-employed,single,tertiary,44,no,cellular,2015/2/11,310,96,other
1764,57,blue-collar,married,secondary,2887,no,cellular,2015/2/12,819,-1,unknown
1765,29,admin.,single,secondary,1992,no,cellular,2015/2/13,202,87,failure
1766,32,blue-collar,single,secondary,2,no,unknown,2015/2/14,144,-1,unknown
1767,45,technician,married,secondary,1415,yes,cellular,2015/2/15,311,-1,unknown
1768,51,management,single,tertiary,297,yes,cellular,2015/2/16,415,375,failure
1769,31,technician,single,secondary,1094,yes,unknown,2015/1/28,93,-1,unknown
1770,50,self-employed,married,unknown,-84,yes,unknown,2015/1/29,101,-1,unknown
1771,38,blue-collar,single,secondary,-1,yes,unknown,2015/1/30,72,-1,unknown
1772,37,management,married,tertiary,347,yes,cellular,2015/1/31,282,-1,unknown
1773,35,management,married,tertiary,1253,yes,unknown,2015/2/1,210,-1,unknown
1774,37,unemployed,married,unknown,4565,no,cellular,2015/2/2,369,-1,unknown
1775,28,management,single,tertiary,781,no,cellular,2015/2/3,125,-1,unknown
1776,38,management,married,tertiary,7124,no,unknown,2015/2/4,301,-1,unknown
1777,43,management,married,secondary,17555,no,cellular,2015/2/5,14,-1,unknown
1778,43,management,married,unknown,5172,yes,unknown,2015/2/6,57,-1,unknown
1779,56,management,married,tertiary,15520,no,cellular,2015/2/7,420,-1,unknown
1780,32,technician,single,tertiary,13711,yes,cellular,2015/2/8,638,175,success
1781,58,management,divorced,tertiary,1533,no,unknown,2015/2/9,137,-1,unknown
1782,47,management,married,tertiary,286,no,cellular,2015/2/10,557,-1,unknown
1783,31,blue-collar,single,secondary,-219,yes,unknown,2015/2/11,66,-1,unknown
1784,38,management,married,tertiary,0,yes,unknown,2015/2/12,206,-1,unknown
1785,50,blue-collar,married,secondary,810,yes,unknown,2015/2/13,19,-1,unknown
1786,32,blue-collar,married,secondary,300,no,cellular,2015/2/14,166,-1,unknown
1787,37,services,single,secondary,1175,yes,cellular,2015/2/15,102,333,failure
1788,39,management,married,tertiary,0,yes,unknown,2015/2/16,46,-1,unknown
1789,40,services,married,secondary,113,yes,unknown,2015/2/17,126,-1,unknown
1790,41,blue-collar,married,secondary,641,yes,unknown,2015/2/18,161,-1,unknown
1791,45,technician,married,secondary,1477,yes,cellular,2015/2/19,355,-1,unknown
1792,31,admin.,married,secondary,0,yes,unknown,2015/2/20,40,-1,unknown
1793,54,services,married,primary,8,yes,cellular,2015/2/21,143,-1,unknown
